29, 195, 0.148718
27, 193, 0.139896
25, 191, 0.130890
23, 189, 0.121693
21, 187, 0.112299
19, 185, 0.102703
17, 183, 0.092896
112, 551, 0.203267
112, 549, 0.204007
112, 547, 0.204753
112, 545, 0.205505
112, 543, 0.206262
112, 541, 0.207024
112, 539, 0.207792
112, 537, 0.208566
110, 535, 0.205607
109, 533, 0.204503
109, 531, 0.205273
109, 529, 0.206049
109, 527, 0.206831
109, 525, 0.207619
109, 523, 0.208413
109, 521, 0.209213
109, 519, 0.210019
109, 517, 0.210832
109, 515, 0.211650
109, 513, 0.212476
109, 511, 0.213307
109, 509, 0.214145
109, 507, 0.214990
109, 505, 0.215842
109, 503, 0.216700
109, 501, 0.217565
109, 499, 0.218437
109, 497, 0.219316
109, 495, 0.220202
109, 493, 0.221095
109, 491, 0.221996
109, 489, 0.222904
109, 487, 0.223819
110, 485, 0.226804
112, 483, 0.231884
114, 481, 0.237006
116, 479, 0.242171
118, 477, 0.247379
120, 475, 0.252632
122, 473, 0.257928
124, 471, 0.263270
124, 469, 0.264392
124, 467, 0.265525
124, 465, 0.266667
124, 463, 0.267819
124, 461, 0.268980
124, 459, 0.270153
124, 457, 0.271335
124, 455, 0.272527
124, 453, 0.273731
124, 451, 0.274945
124, 449, 0.276169
124, 447, 0.277405
124, 445, 0.278652
124, 443, 0.279910
124, 441, 0.281179
124, 439, 0.282460
124, 437, 0.283753
124, 435, 0.285057
124, 433, 0.286374
124, 431, 0.287703
124, 429, 0.289044
124, 427, 0.290398
124, 425, 0.291765
124, 423, 0.293144
124, 421, 0.294537
124, 419, 0.295943
124, 417, 0.297362
124, 415, 0.298795
124, 413, 0.300242
124, 411, 0.301703
124, 409, 0.303178
124, 407, 0.304668
124, 405, 0.306173
124, 403, 0.307692
122, 401, 0.304239
120, 399, 0.300752
118, 397, 0.297229
116, 395, 0.293671
114, 393, 0.290076
112, 391, 0.286445
110, 389, 0.282776
109, 387, 0.281654
109, 385, 0.283117
109, 383, 0.284595
109, 381, 0.286089
109, 379, 0.287599
109, 377, 0.289125
109, 375, 0.290667
109, 373, 0.292225
109, 371, 0.293801
109, 369, 0.295393
109, 367, 0.297003
108, 365, 0.295890
106, 363, 0.292011
105, 361, 0.290859
105, 359, 0.292479
105, 357, 0.294118
105, 355, 0.295775
105, 353, 0.297450
105, 351, 0.299145
105, 349, 0.300860
105, 347, 0.302594
105, 345, 0.304348
105, 343, 0.306122
105, 341, 0.307918
105, 339, 0.309735
105, 337, 0.311573
105, 335, 0.313433
105, 333, 0.315315
105, 331, 0.317221
105, 329, 0.319149
105, 327, 0.321101
105, 325, 0.323077
105, 323, 0.325077
105, 321, 0.327103
104, 319, 0.326019
102, 317, 0.321767
100, 315, 0.317460
98, 313, 0.313099
96, 311, 0.308682
94, 309, 0.304207
92, 307, 0.299674
90, 305, 0.295082
88, 303, 0.290429
86, 301, 0.285714
86, 299, 0.287625
86, 297, 0.289562
86, 295, 0.291525
86, 293, 0.293515
86, 291, 0.295533
86, 289, 0.297578
86, 287, 0.299652
86, 285, 0.301754
86, 283, 0.303887
86, 281, 0.306050
86, 279, 0.308244
86, 277, 0.310469
86, 275, 0.312727
86, 273, 0.315018
86, 271, 0.317343
86, 269, 0.319703
86, 267, 0.322097
86, 265, 0.324528
86, 263, 0.326996
86, 261, 0.329502
86, 259, 0.332046
86, 257, 0.334630
86, 255, 0.337255
86, 253, 0.339921
86, 251, 0.342629
85, 249, 0.341365
85, 247, 0.344130
85, 245, 0.346939
85, 243, 0.349794
85, 241, 0.352697
84, 239, 0.351464
82, 237, 0.345992
80, 235, 0.340426
78, 233, 0.334764
76, 231, 0.329004
74, 229, 0.323144
72, 227, 0.317181
70, 225, 0.311111
68, 223, 0.304933
67, 221, 0.303167
67, 219, 0.305936
67, 217, 0.308756
67, 215, 0.311628
67, 213, 0.314554
67, 211, 0.317536
67, 209, 0.320574
67, 207, 0.323671
67, 205, 0.326829
67, 203, 0.330049
67, 201, 0.333333
67, 199, 0.336683
67, 197, 0.340102
67, 195, 0.343590
67, 193, 0.347150
66, 191, 0.345550
66, 189, 0.349206
66, 187, 0.352941
64, 185, 0.345946
62, 183, 0.338798
62, 181, 0.342541
62, 179, 0.346369
62, 177, 0.350282
62, 175, 0.354286
62, 173, 0.358382
62, 171, 0.362573
62, 169, 0.366864
62, 167, 0.371257
62, 165, 0.375758
62, 163, 0.380368
62, 161, 0.385093
62, 159, 0.389937
62, 157, 0.394904
62, 155, 0.400000
62, 153, 0.405229
62, 151, 0.410596
62, 149, 0.416107
60, 147, 0.408163
58, 145, 0.400000
58, 143, 0.405594
58, 141, 0.411348
58, 139, 0.417266
58, 137, 0.423358
58, 135, 0.429630
58, 133, 0.436090
58, 131, 0.442748
58, 129, 0.449612
58, 127, 0.456693
57, 125, 0.456000
57, 123, 0.463415
55, 121, 0.454545
53, 119, 0.445378
51, 117, 0.435897
49, 115, 0.426087
47, 113, 0.415929
45, 111, 0.405405
43, 109, 0.394495
40, 107, 0.373832
36, 105, 0.342857
33, 103, 0.320388
31, 101, 0.306931
29, 99, 0.292929
27, 97, 0.278351
25, 95, 0.263158
23, 93, 0.247312
21, 91, 0.230769
108, 643, 0.167963
108, 641, 0.168487
108, 639, 0.169014
108, 637, 0.169545
108, 635, 0.170079
108, 633, 0.170616
108, 631, 0.171157
108, 629, 0.171701
105, 627, 0.167464
104, 625, 0.166400
104, 623, 0.166934
104, 621, 0.167472
