-939.080200,-939.080200,939.080200,-519.540039,-519.540039,519.540039,-480.400330,100.000000,176.279999,176.279999,-23.720001,-176.279999,138.139999,
-939.080200,-939.080200,-1015.360229,939.080200,519.540039,480.397766,-519.540039,-176.279999,-176.279999,176.279999,-176.279999,176.279999,61.860001,-138.139999,
-939.080200,-939.080200,939.080200,-519.540039,519.540039,519.540039,519.540039,-214.419998,176.279999,-100.000000,176.279999,176.279999,-138.139999,138.139999,
939.080200,-939.080200,939.080200,-519.540039,519.540039,519.540039,-519.540039,176.279999,-176.279999,-176.279999,176.279999,176.279999,138.139999,-138.139999,
-939.080200,862.800171,823.657898,-939.080200,443.260010,519.540039,519.540039,-519.540039,176.279999,176.279999,-176.279999,-176.279999,-138.139999,138.139999,
939.080200,939.080200,-939.080200,480.397766,-519.540039,519.540039,519.540039,-176.279999,-176.279999,176.279999,176.279999,-176.279999,138.139999,-138.139999,
939.080200,939.080200,-939.080200,-899.940491,480.397766,519.540039,519.540039,-176.279999,100.000000,-176.279999,100.000000,-176.279999,-138.139999,138.139999,
-862.800171,939.080200,-939.080200,519.540039,519.540039,519.540039,-519.540039,-176.279999,176.279999,-176.279999,-176.279999,176.279999,138.139999,138.139999,
939.080200,-939.080200,939.080200,-519.540039,519.540039,519.540039,-519.540039,176.279999,-176.279999,-176.279999,-176.279999,-176.279999,138.139999,-138.139999,
939.080200,939.080200,-939.080200,-939.080200,-519.540039,519.540039,519.540039,-214.419998,-176.279999,100.000000,176.279999,176.279999,-138.139999,138.139999,
-939.080200,939.080200,939.080200,519.540039,-519.540039,519.540039,519.540039,100.000000,-176.279999,176.279999,176.279999,176.279999,138.139999,-138.139999,
939.080200,-939.080200,-939.080200,-519.540039,519.540039,-519.540039,-519.540039,-214.419998,-100.000000,176.279999,176.279999,100.000000,-138.139999,138.139999,
939.080200,939.080200,939.080200,939.080200,519.540039,519.540039,519.540039,519.540039,176.279999,176.279999,176.279999,-176.279999,138.139999,-61.860001,
-1015.360229,-1015.360229,595.820068,-595.820068,-595.820068,595.820068,176.279999,-176.279999,-176.279999,-176.279999,-176.279999,-100.000000,138.139999,
-862.800171,939.080200,939.080200,-939.080200,-519.540039,519.540039,-519.540039,214.419998,-176.279999,-176.279999,-176.279999,-100.000000,61.860001,138.139999,
